event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,prefix,split
PersonX goes down the tubes,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to relax"", ""to have fun""]","[""goes"", ""tubes""]",tst
PersonX goes down the tubes,[],[],[],"[""careless"", ""lazy""]",[],[],[],[],[],"[""goes"", ""tubes""]",tst
PersonX goes down the tubes,[],[],[],"[""frustated"", ""displeased""]",[],[],[],[],[],"[""goes"", ""tubes""]",tst
PersonX throws PersonX's hat in the ring,[],"[""none""]",[],[],[],"[""to celebrate"", ""to be happy""]",[],"[""excited"", ""happy""]",[],"[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,[],"[""none""]",[],[],[],"[""to participate""]",[],"[""accomplished""]",[],"[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,"[""hits someone"", ""yells at someone""]",[],[],[],"[""is hated"", ""is despised""]",[],[],[],[],"[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,"[""get challenged"", ""win a match""]",[],[],[],"[""is compelled to compete"", ""loses a match""]",[],[],[],[],"[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,[],[],"[""none""]",[],[],[],"[""to have a hat"", ""need to find a ring""]",[],"[""to take out hat"", ""to wear hat""]","[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,[],[],"[""to fight"", ""to win a match""]",[],[],[],"[""to take off the hat"", ""to challenge someone to a fight""]",[],"[""to fight"", ""to observe a fight""]","[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,[],[],[],"[""mean"", ""aggressive""]",[],[],[],[],[],"[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,[],[],[],"[""Loser"", ""Amateur""]",[],[],[],[],[],"[""throws"", ""hat""]",tst
PersonX throws PersonX's hat in the ring,[],[],[],"[""competitive"", ""confident""]",[],[],[],[],[],"[""throws"", ""hat""]",tst
PersonX pushes PersonX's luck,[],"[""none""]",[],[],[],"[""to accomplish something that is harder than he thought it would be""]",[],"[""bad"", ""sad"", ""disappointed""]",[],"[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,[],"[""none""]",[],[],[],"[""to get something from personx""]",[],"[""intrigued""]",[],"[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,[],"[""none""]",[],[],[],"[""to take a risk""]",[],"[""happy"", ""sad""]",[],"[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,"[""none""]",[],[],[],"[""wins it all"", ""loses it all""]",[],[],[],[],"[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to see if it works"", ""try again""]","[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,[],[],"[""none""]",[],[],[],"[""do something risky"", ""do something they have been warned not to do""]",[],"[""breath a sigh of relief"", ""regret pushing their luck""]","[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,[],[],"[""none""]",[],[],[],"[""to play the lottery"", ""to go gambling at the casino"", ""to ask the prom queen out on a date""]",[],"[""to bash themselves for spending money"", ""to regret their decision""]","[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,[],[],[],"[""aggressive"", ""pushy""]",[],[],[],[],[],"[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,[],[],[],"[""irresponsible"", ""immature""]",[],[],[],[],[],"[""pushes"", ""luck""]",tst
PersonX pushes PersonX's luck,[],[],[],"[""daring"", ""adventurous""]",[],[],[],[],[],"[""pushes"", ""luck""]",tst
PersonX brings down the house,[],"[""enchanted""]",[],[],[],"[""to give a great performance""]",[],"[""energized""]",[],"[""brings"", ""house""]",tst
PersonX brings down the house,[],"[""admiration for personx"", ""happy at having seen the performance""]",[],[],[],"[""to finish a show strong"", ""to give the audience a great experience""]",[],"[""adored by the audience"", ""ecstatic because of a great performance""]",[],"[""brings"", ""house""]",tst
PersonX brings down the house,"[""none""]",[],[],[],"[""IT REST IT""]",[],[],[],[],"[""brings"", ""house""]",tst
PersonX brings down the house,"[""none""]",[],[],[],"[""becomes popular"", ""receives texts from strangers""]",[],[],[],[],"[""brings"", ""house""]",tst
PersonX brings down the house,"[""none""]",[],[],[],"[""Person X receives a standing ovation"", ""Person X gets a good review in the paper""]",[],[],[],[],"[""brings"", ""house""]",tst
PersonX brings down the house,[],[],"[""to thank PersonX for the party"", ""to help clean up at the end of the night""]",[],[],[],"[""to play some loud music"", ""to throw a large party""]",[],"[""to have an amazing night"", ""to meet new people""]","[""brings"", ""house""]",tst
PersonX brings down the house,[],[],"[""none""]",[],[],[],"[""to rent a bulldozer"", ""to empty everything from the house"", ""to ask the people in the house to evacuate""]",[],"[""to build a new house"", ""clean up all the debri""]","[""brings"", ""house""]",tst
PersonX brings down the house,[],[],"[""to say thanks"", ""to watch them more""]",[],[],[],"[""to do something fun"", ""to do something well""]",[],"[""to relax"", ""to go to bed""]","[""brings"", ""house""]",tst
PersonX brings down the house,[],[],[],"[""impressive"", ""talented""]",[],[],[],[],[],"[""brings"", ""house""]",tst
PersonX brings down the house,[],[],[],"[""entertaining"", ""extroverted""]",[],[],[],[],[],"[""brings"", ""house""]",tst
PersonX brings down the house,[],[],[],"[""talented"", ""hilarious""]",[],[],[],[],[],"[""brings"", ""house""]",tst
PersonX sets the thames on fire,[],"[""mistreated""]",[],[],[],"[""to cause trouble""]",[],"[""elated""]",[],"[""sets"", ""thames""]",tst
PersonX sets the thames on fire,[],"[""none""]",[],[],[],"[""to see if water will burn""]",[],"[""satisfied with what he's done""]",[],"[""sets"", ""thames""]",tst
PersonX sets the thames on fire,"[""none""]",[],[],[],"[""chokes on the smoke"", ""gets executed""]",[],[],[],[],"[""sets"", ""thames""]",tst
PersonX sets the thames on fire,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""sets"", ""thames""]",tst
PersonX sets the thames on fire,"[""none""]",[],[],[],"[""PersonX causes a disruption"", ""PersonX ruins everyting""]",[],[],[],[],"[""sets"", ""thames""]",tst
PersonX sets the thames on fire,[],[],"[""to train their soldiers"", ""to win the war""]",[],[],[],"[""to assess the situation"", ""to determine the correct response""]",[],"[""to train their soldiers"", ""to win the war""]","[""sets"", ""thames""]",tst
PersonX sets the thames on fire,[],[],"[""none""]",[],[],[],"[""have fire starting tools"", ""approach the thames""]",[],"[""leave"", ""avoid getting in trouble""]","[""sets"", ""thames""]",tst
PersonX sets the thames on fire,[],[],"[""none""]",[],[],[],"[""to be at the thames"", ""to have gas""]",[],"[""to run away"", ""to watch the show""]","[""sets"", ""thames""]",tst
PersonX sets the thames on fire,[],[],[],"[""destructive"", ""rebellious""]",[],[],[],[],[],"[""sets"", ""thames""]",tst
PersonX sets the thames on fire,[],[],[],"[""destructive"", ""malevolent""]",[],[],[],[],[],"[""sets"", ""thames""]",tst
PersonX puts the moves on ___,[],"[""charmed""]",[],[],[],"[""to become romantically involved with someone""]",[],"[""amorous""]",[],"[""puts"", ""moves""]",tst
PersonX puts the moves on ___,[],"[""good if they return the attraction."", ""bad if they are not attracted.""]",[],[],[],"[""to date the person."", ""to attract the person.""]",[],"[""good depending on how it went."", ""bad depending on how it went.""]",[],"[""puts"", ""moves""]",tst
PersonX puts the moves on ___,[],"[""enarmoured""]",[],[],[],"[""to date her""]",[],"[""sneaky""]",[],"[""puts"", ""moves""]",tst
PersonX puts the moves on ___,"[""none""]",[],[],[],"[""get victory"", ""get lot of money""]",[],[],[],[],"[""puts"", ""moves""]",tst
PersonX puts the moves on ___,"[""none""]",[],[],[],"[""uses his hands"", ""moves in closer""]",[],[],[],[],"[""puts"", ""moves""]",tst
PersonX puts the moves on ___,"[""rejects him"", ""goes on a date""]",[],[],[],"[""none""]",[],[],[],[],"[""puts"", ""moves""]",tst
PersonX puts the moves on ___,[],[],"[""to leave"", ""give them a breath mint""]",[],[],[],"[""talk to them"", ""find them""]",[],"[""to go out"", ""kiss""]","[""puts"", ""moves""]",tst
PersonX puts the moves on ___,[],[],[],"[""aggressive"", ""confident""]",[],[],[],[],[],"[""puts"", ""moves""]",tst
PersonX puts the moves on ___,[],[],[],"[""flirty"", ""pushy""]",[],[],[],[],[],"[""puts"", ""moves""]",tst
PersonX puts the moves on ___,[],[],[],"[""attracted"", ""aggressive""]",[],[],[],[],[],"[""puts"", ""moves""]",tst
PersonX pisses up a rope,[],"[""none""]",[],[],[],"[""none""]",[],"[""that all their efforts are futile""]",[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,[],"[""none""]",[],[],[],"[""to piss up a rope""]",[],"[""relieved""]",[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,"[""none""]",[],[],[],"[""gets more tangled in the problem and weeps out"", ""gets depressed""]",[],[],[],[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,"[""none""]",[],[],[],"[""punished"", ""bad habbit""]",[],[],[],[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,"[""may attacked by disease"", ""may get more airborn diseases""]",[],[],[],"[""none""]",[],[],[],[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,[],[],[],[],[],[],"[""none""]",[],[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,[],[],[],[],[],[],"[""to exercise"", ""strengthen muscles""]",[],[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,[],[],[],[],[],[],"[""none""]",[],[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,[],[],"[""none""]",[],[],[],[],[],"[""to relax."", ""to overcome the problem.""]","[""pisses"", ""rope""]",tst
PersonX pisses up a rope,[],[],[],"[""crazy"", ""irresponsible""]",[],[],[],[],[],"[""pisses"", ""rope""]",tst
PersonX pisses up a rope,[],[],[],"[""mad"", ""silly""]",[],[],[],[],[],"[""pisses"", ""rope""]",tst
PersonX curls PersonY's hair,[],"[""cared for""]",[],[],[],"[""to groom person y""]",[],"[""satisfied""]",[],"[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,[],"[""cared for""]",[],[],[],"[""to help""]",[],"[""accomplished""]",[],"[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,"[""Helps her"", ""Takes pictures""]",[],[],[],"[""Puts white on face"", ""Dress like clown""]",[],[],[],[],"[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,"[""has curly hair"", ""has a different hair style""]",[],[],[],"[""none""]",[],[],[],[],"[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,"[""have nice hair curls for awhile"", ""must thank or reciprocate the favor""]",[],[],[],"[""get more skilled at doing hair"", ""get thanked""]",[],[],[],[],"[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,[],[],"[""to thank PersonX"", ""to go on a date""]",[],[],[],"[""to gather a curling iron"", ""to brush PersonY's hair""]",[],"[""to apply hair spray"", ""to apply hair accessories""]","[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,[],[],"[""to wash their curls off"", ""to look at themselves in the mirror""]",[],[],[],"[""to have a curler"", ""to know how to curl"", ""to ask PersonY to sit down""]",[],"[""to ask for payment"", ""to straighten their own hair"", ""to tie up PersonY's hair"", ""to put a veil on PersonY's head""]","[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,[],[],[],"[""helpful"", ""kind""]",[],[],[],[],[],"[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,[],[],[],"[""gifted"", ""skilled""]",[],[],[],[],[],"[""curls"", ""hair""]",tst
PersonX curls PersonY's hair,[],[],[],"[""talented"", ""creative""]",[],[],[],[],[],"[""curls"", ""hair""]",tst
PersonX hears the end of ___,[],"[""none""]",[],[],[],"[""none""]",[],"[""intrigued""]",[],"[""hears"", ""end""]",tst
PersonX hears the end of ___,[],"[""none""]",[],[],[],"[""none""]",[],"[""curious""]",[],"[""hears"", ""end""]",tst
PersonX hears the end of ___,"[""none""]",[],[],[],"[""reflects on what was heard"", ""thinks about what was heard""]",[],[],[],[],"[""hears"", ""end""]",tst
PersonX hears the end of ___,"[""none""]",[],[],[],"[""turns it off"", ""thinks about what he heard""]",[],[],[],[],"[""hears"", ""end""]",tst
PersonX hears the end of ___,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to leave"", ""to ask a question""]","[""hears"", ""end""]",tst
PersonX hears the end of ___,[],[],"[""none""]",[],[],[],"[""Needs to listen to something."", ""Needs to turn something on to listen to.""]",[],"[""Stop listening."", ""Turn off something.""]","[""hears"", ""end""]",tst
PersonX hears the end of ___,[],[],[],"[""content"", ""relieved""]",[],[],[],[],[],"[""hears"", ""end""]",tst
PersonX hears the end of ___,[],[],[],"[""scared"", ""interested""]",[],[],[],[],[],"[""hears"", ""end""]",tst
PersonX takes liberties,[],"[""taken advantage of""]",[],[],[],"[""to feel powerful and demean others""]",[],"[""strong""]",[],"[""takes"", ""liberties""]",tst
PersonX takes liberties,"[""none""]",[],[],[],"[""gets reprimanded"", ""gets fired""]",[],[],[],[],"[""takes"", ""liberties""]",tst
PersonX takes liberties,"[""becomes oppressed"", ""is subject to different laws""]",[],[],[],"[""gets protested"", ""gets thanked""]",[],[],[],[],"[""takes"", ""liberties""]",tst
PersonX takes liberties,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""takes"", ""liberties""]",tst
PersonX takes liberties,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to promote his magazine in an undue manner"", ""to get familiar unethically""]","[""takes"", ""liberties""]",tst
PersonX takes liberties,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to be independent"", ""to earn their keep""]","[""takes"", ""liberties""]",tst
PersonX takes liberties,[],[],"[""to catch them"", ""tell them to stop""]",[],[],[],"[""none""]",[],"[""to get more money"", ""get ahead""]","[""takes"", ""liberties""]",tst
PersonX takes liberties,[],[],[],"[""responsible"", ""commanding""]",[],[],[],[],[],"[""takes"", ""liberties""]",tst
PersonX takes liberties,[],[],[],"[""adventurous"", ""strong""]",[],[],[],[],[],"[""takes"", ""liberties""]",tst
PersonX scratches the surface,[],"[""none""]",[],[],[],"[""learn more""]",[],"[""inquisitive""]",[],"[""scratches"", ""surface""]",tst
PersonX scratches the surface,[],"[""none""]",[],[],[],"[""to fix it""]",[],"[""confident""]",[],"[""scratches"", ""surface""]",tst
PersonX scratches the surface,[],"[""sad and angry""]",[],[],[],"[""to be mean""]",[],"[""guilty and remorseful""]",[],"[""scratches"", ""surface""]",tst
PersonX scratches the surface,"[""none""]",[],[],[],"[""They dig deeper than the surface"", ""They find out more about whatever they are doing""]",[],[],[],[],"[""scratches"", ""surface""]",tst
PersonX scratches the surface,"[""none""]",[],[],[],"[""discovers something"", ""realizes something"", ""is more aware of something""]",[],[],[],[],"[""scratches"", ""surface""]",tst
PersonX scratches the surface,"[""none""]",[],[],[],"[""to scratches the surface"", ""to allice the surface""]",[],[],[],[],"[""scratches"", ""surface""]",tst
PersonX scratches the surface,[],[],"[""none""]",[],[],[],"[""to of started something"", ""to not be done with it""]",[],"[""to keep at it"", ""to find the best way to do it""]","[""scratches"", ""surface""]",tst
PersonX scratches the surface,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""To make furniture"", ""To clean table""]","[""scratches"", ""surface""]",tst
PersonX scratches the surface,[],[],[],"[""studious"", ""wondering""]",[],[],[],[],[],"[""scratches"", ""surface""]",tst
PersonX scratches the surface,[],[],[],"[""happy"", ""Delightful""]",[],[],[],[],[],"[""scratches"", ""surface""]",tst
PersonX scratches the surface,[],[],[],"[""hopeful"", ""curious""]",[],[],[],[],[],"[""scratches"", ""surface""]",tst
PersonX shows a leg,[],"[""interested""]",[],[],[],"[""to show off their body""]",[],"[""turned on""]",[],"[""shows"", ""leg""]",tst
PersonX shows a leg,[],"[""none""]",[],[],[],"[""to show off""]",[],"[""happy""]",[],"[""shows"", ""leg""]",tst
PersonX shows a leg,[],"[""none""]",[],[],[],"[""attention, a tan""]",[],"[""great, sexy""]",[],"[""shows"", ""leg""]",tst
PersonX shows a leg,"[""receives gratitude for compliment"", ""gets yelled at for complaining""]",[],[],[],"[""receives a  compliment"", ""receives a scolding for showing the leg""]",[],[],[],[],"[""shows"", ""leg""]",tst
PersonX shows a leg,[],[],"[""none""]",[],[],[],"[""shave"", ""wax""]",[],"[""put pants on"", ""cover up""]","[""shows"", ""leg""]",tst
PersonX shows a leg,[],[],"[""none""]",[],[],[],"[""injured"", ""hospital""]",[],"[""pain"", ""for treatment""]","[""shows"", ""leg""]",tst
PersonX shows a leg,[],[],"[""none""]",[],[],[],"[""to roll his pants up"", ""to lift his leg up a bit""]",[],"[""to put his leg down"", ""to roll his pants down.""]","[""shows"", ""leg""]",tst
PersonX shows a leg,[],[],"[""none""]",[],[],[],"[""to pull up their skirt"", ""to pull up their pant leg""]",[],"[""let their skirt back down"", ""wade in the water""]","[""shows"", ""leg""]",tst
