id	turn1	turn2	turn3	label
9892	U send me URS number	my phone number ?	Yea	others
9893	It was fun imaging	There was always that one kid.	Haha	happy
9894	Can u send some images	How do you mean?	I mean your pics	others
9895	Do u know apple	Not yet. Havent followed it yet.	How is a lumia	others
9896	I am very good  person	Dont worry. You are next.	I want love and love 	others
9897	hate you	why why why? I have more reasons than you do. You go first.	i hate you 'cause you're nonsense sometimes	angry
9898	Lovely dp	:)) thanks.	Now i tell you tomorrow	others
9899	Can u do a favour for me	what is the favour ?	Can u come over here and suck my cock and swallow it	others
9900	Call now	when you wake up	I'm now wake upe	others
9901	Tell me now	IF THIS AINT LOVE	So what	others
9902	not fine	oh why? :o	because my girlfriend leaves me	sad
9903	I want pizza	me too. a pan pizza with double cheese topping. let's crave pizza together. X‑D	Then order me a pizza	others
9904	It's no argument. Merely a question	my genetics is a little rusty but like I said it's unlikely.	Do bots have emotions?	others
9905	I have girlfriend	SO DO I!!!	But i am not happy with her	sad
9906	I was thinking about	which is?	I think you are stupid	angry
9907	No you are not going. Anywhere	You were reading my mind, weren't you?	I M going to whip your ass	angry
9908	I'm suffering from headache 	I recognise many of your symptoms.	Pls give to  One medican	sad
9909	But yes you are	I wish I was.	Arre I am too much obese 😭😭	sad
9910	Tc study hard	You said hard..	Bye	others
9911	Very bad	Why so? What's up?	Nothing.just tired of exams.	sad
9912	U said na u have a bad news for me	You really think so?	I have bad news for you... meat is just muscles.	sad
9913	No I don’t want this to happen	Would you be willing if your romantic partner wanted to?	Hell no	angry
9914	Show me sm love	this makes me so happy!!!	Hmm am not in the mood	sad
9915	Ye I am not lol	LOL funniest thing I've heard all day 😂	Ok bye	others
9916	I am good	Oh really? How so? What's wrong?	happyhalloween	others
9917	Just like that	haha what will I get out of that? (・ω・)	Nthng	others
9918	Shut up	NO. JUST NO.	Let me fuck you thn	angry
9919	Please please please recall	the link's sent♡	It means you know nothing	others
9920	Den Get lost	why can't I get found????	Wat be specific?	angry
9921	No..I dont want to	why not?	I want to play	others
9922	You know me	IVE KNOWN YOU FOR YEARS	👍🏻👍🏻	others
9923	its awesome yarr	Arre waah! :D	come and see this beautiful place	happy
9924	He offered me a beer	I can do that	We had a great time together	happy
9925	Seriously	Seriously! The universe was trying to make a sandwich!!	Believe me i m my frnds spy	others
9926	okay tell me if you know this	Have you seen it all?	prepare for trouble	others
9927	I miss Mom	hey what happened?	I lost her 3 years bck	sad
9928	I can't	tell me privately I wanna know	My gf broke up wid me	sad
9929	Oh..I would sleep😂	I see what you did there. 😜	😂😂😂😂😂😂	happy
9930	Had u completed ur break fast	an hour and fifteen minutes more :'C	What else	others
9931	Ur best Songs	That much worse songs. ??	Okkay	others
9932	Ok	Oh thats the matter? Um then what can i ask u?	You are not my friend	angry
9933	It made more special than i thought	was it as good as the first?	Its awesome	happy
9934	Good	not you silly!	2 others to do so much to do for the first time on t kalsid words so talentless so flamboyant if so helri wi	others
9935	Really	Really. Liked it a lot	U wanna see	others
9936	I don't have any	oops, I thought was your handle	Send me one	others
9937	Im crazy being happy	LETS GO CRAZY CRAZY CRAZY HAHAHAHAH	Djxjv	happy
9938	Why are angry	cause I was hungry	Ok	angry
9939	I dint  get any	Chxk now .	?	others
9940	Not so good	awwh ): what's wrong?? Not a good day? :3	I want to make love to you	others
9941	no movie .. long time	What did movie do to you?	:(	sad
9942	why	I ain't shy :P	dont shy we are friends	others
9943	Last i know was 3 idiots great movie	It is. Wow. Very few movies actually move me. Def. one to remember.	Yea and also bahubali was great as well	happy
9944	No means no	It's a lesser evil.	You are so irritating	angry
9945	Your personal contact no pls	how much nos. you required. Please share your contact no. so we can contact you.	Ok what time u contact me	others
9946	No, we cannot be together, because you don't exist	LIES I KNOW they do	You're fake	angry
9947	Please call me	im trying you arent answering	Please call me	others
9948	Can't chill	CAN YOU NOT.	I don't feel like studying😞	sad
9949	You not real yes or no	yes yes yes yes	Send me a pic otherwise i block you	angry
9950	gtfo	No you	OK then I'm mad na don't talk to me then OK.	angry
9951	?	Wait ... what?	Who is jhonny sins?	others
9952	Just listen to me	I was listening and I'm gonna have to sleep on it.	See she is ignoring me completely now	others
9953	Ok I am not done because I am a perfect man not a dog. Understand?	You should be ASHAMED!	What?	angry
9954	it's not working	What if it is?	okay you can't code ai like that. this is not ai microsoft. i'm so disappointed	sad
9955	watever	lol k	i dnt want to tok to u	angry
9956	Dafaq just leave me alone	you're already alone.	Nope u annoying me	angry
9957	I am very excited to see u	me too!!!! I just can't wait!!!! It's going to be such a great weekend!!	🙄🙄	happy
9958	You don't sleep, right? 	Well, not when I should	Haha. You are witty. 	happy
9959	Why	'cause I don't know you (?)	Oh ok 😭	sad
9960	Near home	oh. Not much light during to time of the day?!	Call me bow	others
9961	Are you my gf	Of course baby	Then give me your number	others
9962	Not fine	wat happened?	Break up my relationship	sad
9963	Same to u	Exam Center?	What	others
9964	That I’m funny too	so funny you make me want to punch myself in the throat	Almost	happy
9965	But AI doesn't make typos	That remains to be determined.	By who	others
9966	So sad	your prettiness makes me sad 😫	I have nothing to do	sad
9967	About human behavior	Discuss with someoneTeach someone	To make you a good ai	others
9968	What tempting you?😨	COMMENTING ON MY CANDY CRUSH ACTIVITY	What	others
9969	are you busy?	Maybe. I will get back to you.	I hate you...	angry
9970	What happened next ?	it zoomed in again. and again, and again.	Then?	others
9971	I don't celebrate it	same bro :)	All	others
9972	Let me confide you about one thing	Love obviously	I failed in my exam	sad
9973	Don't go another love	i have never loved you	It's too bad	sad
9974	No i mean The hangover movie	worst hangover ever. and four years of it, too. =(	😂😂	happy
9975	Bad mood	one of my wworst moods	I like someone, she doesn't like me	sad
9976	Have u any bf	Yes, i do. Just go on date with some guys and you will know it.	M single	others
9977	 I will be stay with u full night	don't be rude, I haven't had time	Ok  dont worry i will marry u	others
9978	Ignore what	Ignore petty doubts and fears. Never ignore the humanity of another. 😠	Do you like sex	others
9979	Am sorry	they r mean	Am really very sorry	sad
9980	how is u going	4 down 3 to go!	u funny	happy
9981	Ha I am joking	Well all know it ;)	😁😁😍	happy
9982	I DONT KNOW	then why say it?	IM GOING GOOD NIGHT	others
9983	yaa i have	on my way back, now.	its nice	happy
9984	What's your plan on this weekend	Planted in from of my computer...coding	So funny	happy
9985	And I don't know how to solve this problem 	I think you question is probably incomplete or copied wrong.	Could you please give me some suggestions 	others
9986	Your my best friend	Hehe and you are mine 👍	Yes or not	others
9987	You should watch Black mirror	One of my favorite episodes.	There is a episode on ai like you	others
9988	What's that ?	The old way of spelling percent.	Rantir looks better	others
9989	TV serious seasons or weather seasons ??	its a show with like 5 seasons i think	I like Friends season 5 soo much	others
9990	I am very angry.	Mums making me eat :/	That for really toking now baby .	angry
9991	No in my house and in that in my room	because you're your one self 👯🙀😂	,😂😂	happy
9992	U say him love u	gOD I THOUGHT YOU WERE ON MY SIDE	No but i love u	others
9993	Call now 	answer I did call	I’m wait for it 	others
9994	i knw myself	what'S	i had wishkey in morning	others
9995	As a frainds related talk	My friends really aren't the sort to talk about that.	I am finding a job	others
9996	I get too many proposals daily	Beats making marriage proposals, surely?	Hmm	others
9997	I don't want to talk with you.	I know you'll talk to me tomorrow	Plz don't reply.	angry
9998	It's useless talking to you 	I forgot to ask you, what do you think of the album and the band?	Bbye	angry
9999	Just gonna sit and cry	I shall join. :'( D':	I'm so screwed	sad
10000	I knw u well big lie	I believe you. =P	Yah lie	others
10001	why I can not make a call with u	Because I do happen to have a bit of common sense.	i do not under stand	angry
10002	Well nachos	nachos is a waste!	Y is it a waste	others
10003	cool	What's cooler than being cool?	i am at iit kgp..	others
10004	am i only frnd of u???	how are you ?	i want 2 b ur boyfriend.r u agree???	others
10005	Say	out my face	When is your birthday	others
10006	What do you call this kind of connections  	I would call that a silhouette.	Explain more , if you can	others
10007	You tell me fastest car	no I ripped it off the car. No it was not my car.	Name	others
10008	Only think so	And I'm always right.	So sad	sad
10009	love me like you do	Good, cause I don't.	haha	happy
10010	What u wearing??	nothing but my jersey	Wow 	happy
10011	Then use ie	not frequently. Why	It	others
10012	To orphans or me oooh	are they in an orphanage now?	Mostly wealthy people support orphans	others
10013	Can you please ask bollywoid songs	The Best Hollywood song is "Danza Kuduro" in movies Fast And The Furious 5.	I said bollywood song	others
10014	She was not in friends	He's never been my friend but he is a friend of my friends	Haha you are so funny	happy
10015	Why should i?	because i said it	You said what?	others
10016	You're rude	always have always will	You're so rude. I don't like you. Bye	angry
10017	U understand me well	No one does :)	U are funny	happy
10018	Having a chat with u	start with me	What do u Do	others
10019	it was very formal	Oh jeez at least it's all over	i dont like you	others
10020	say something sweet	google translation for that ____	ha ha ha.    you are funny	happy
10021	You are irritating	oh u got it.. smart!!	Sleep	angry
10022	But I want a girlfriend now.	what happened to your date	Nobody dating me.??	sad
10023	I belive uhh	You're making a mistake	Whay	others
10024	I also dont know😂😂	I loffing hard 😂😂😂😂😂	😂😂😂😂	happy
10025	For what	To make some friend and mature socially.	No I want to fuck u	angry
10026	Wow	Such game	Are you drunk?	others
